Region,Diagnosis,Total_Cases,Year,Month,Avg_Temperature,High_Risk,Humidity,Migratory_Bird_Activity,Migration_Level,Biosecurity_Score,Total_Cases_Percent,Biosecurity_Score_Percent,Vaccine_Rate,Poultry_Population_000s
England North,Newcastle Disease,0,2024,1,11.0,0,81.2,Low,1,73,0.0,60.0,47.7,257
England North,Newcastle Disease,1,2024,2,10.3,0,90.8,Low,1,79,0.6711409395973155,80.0,55.7,356
England North,Newcastle Disease,0,2024,3,17.6,0,83.4,Low,1,73,0.0,60.0,59.3,356
England North,Newcastle Disease,0,2024,4,14.5,0,87.2,Low,1,72,0.0,56.666666666666664,42.2,278
England North,Newcastle Disease,0,2024,5,3.5,0,67.0,Low,1,61,0.0,20.0,63.2,446
England North,Newcastle Disease,0,2024,6,8.4,0,75.3,Low,1,74,0.0,63.33333333333333,60.5,441
England North,Newcastle Disease,0,2024,7,9.7,0,72.2,Low,1,64,0.0,30.0,40.3,441
England North,Newcastle Disease,0,2024,8,5.7,0,87.6,Low,1,64,0.0,30.0,42.1,387
England North,Newcastle Disease,0,2024,9,6.9,0,81.5,Low,1,71,0.0,53.333333333333336,59.3,310
England North,Newcastle Disease,0,2024,10,8.3,0,73.9,Low,1,69,0.0,46.666666666666664,60.3,217
England North,Newcastle Disease,1,2024,11,4.6,0,86.1,Low,1,61,0.6711409395973155,20.0,50.4,277
England North,Newcastle Disease,0,2024,12,6.8,0,87.1,Low,1,67,0.0,40.0,50.2,406
England North,Salmonella,4,2023,1,17.4,0,92.7,Low,1,80,2.684563758389262,83.33333333333334,51.0,232
England North,Salmonella,1,2023,2,3.5,0,73.8,Low,1,66,0.6711409395973155,36.666666666666664,60.3,476
England North,Salmonella,4,2023,3,12.1,0,83.2,Low,1,78,2.684563758389262,76.66666666666667,58.3,245
England North,Salmonella,5,2023,4,8.8,0,67.1,Low,1,70,3.3557046979865772,50.0,46.3,458
England North,Salmonella,2,2023,5,2.6,0,75.8,Low,1,73,1.342281879194631,60.0,63.9,357
England North,Salmonella,4,2023,6,11.2,0,83.0,Low,1,55,2.684563758389262,0.0,55.1,455
England North,Salmonella,0,2023,7,13.1,0,73.5,Low,1,70,0.0,50.0,58.6,345
England North,Salmonella,5,2023,8,15.4,0,80.6,Low,1,67,3.3557046979865772,40.0,38.5,345
England North,Salmonella,3,2023,9,4.4,0,81.1,Low,1,78,2.013422818791946,76.66666666666667,53.5,341
England North,Salmonella,5,2023,10,13.6,0,84.0,Low,1,79,3.3557046979865772,80.0,41.9,439
England North,Salmonella,2,2023,11,10.7,0,66.1,Low,1,65,1.342281879194631,33.33333333333333,61.7,382
England North,Salmonella,2,2023,12,3.6,0,76.0,Low,1,70,1.342281879194631,50.0,55.0,345
England North,Salmonella,5,2024,1,11.0,0,81.2,Low,1,78,3.3557046979865772,76.66666666666667,65.8,402
England North,Salmonella,5,2024,2,10.3,0,90.8,Low,1,65,3.3557046979865772,33.33333333333333,63.6,233
England North,Salmonella,4,2024,3,17.6,0,83.4,Low,1,79,2.684563758389262,80.0,50.9,445
England North,Salmonella,5,2024,4,14.5,0,87.2,Low,1,78,3.3557046979865772,76.66666666666667,56.4,302
England North,Salmonella,2,2024,5,3.5,0,67.0,Low,1,71,1.342281879194631,53.333333333333336,54.5,447
England North,Salmonella,3,2024,6,8.4,0,75.3,Low,1,74,2.013422818791946,63.33333333333333,58.0,423
England North,Salmonella,0,2024,7,9.7,0,72.2,Low,1,69,0.0,46.666666666666664,55.6,205
England North,Salmonella,3,2024,8,5.7,0,87.6,Low,1,62,2.013422818791946,23.333333333333332,43.2,424
England North,Salmonella,2,2024,9,6.9,0,81.5,Low,1,74,1.342281879194631,63.33333333333333,57.6,220
England North,Salmonella,2,2024,10,8.3,0,73.9,Low,1,67,1.342281879194631,40.0,56.4,377
England North,Salmonella,3,2024,11,4.6,0,86.1,Low,1,77,2.013422818791946,73.33333333333333,59.1,416
England North,Salmonella,1,2024,12,6.8,0,87.1,Low,1,68,0.6711409395973155,43.333333333333336,56.2,398
England South,Avian Influenza,1,2023,1,8.1,0,94.2,Low,1,71,0.6711409395973155,53.333333333333336,56.7,410
England South,Avian Influenza,1,2023,2,2.3,0,79.7,Low,1,72,0.6711409395973155,56.666666666666664,65.6,402
England South,Avian Influenza,1,2023,3,4.2,0,70.7,Low,1,75,0.6711409395973155,66.66666666666666,57.3,205
England South,Avian Influenza,1,2023,4,16.1,0,66.8,Low,1,63,0.6711409395973155,26.666666666666668,55.8,452
England South,Avian Influenza,3,2023,5,12.3,0,72.9,Low,1,79,2.013422818791946,80.0,63.8,331
England South,Avian Influenza,1,2023,6,14.5,0,86.0,Low,1,58,0.6711409395973155,10.0,62.6,202
England South,Avian Influenza,1,2023,7,10.6,0,88.1,Low,1,75,0.6711409395973155,66.66666666666666,39.3,261
England South,Avian Influenza,3,2023,8,3.5,0,79.8,Low,1,72,2.013422818791946,56.666666666666664,48.9,412
England South,Avian Influenza,1,2023,9,6.4,0,65.5,Low,1,77,0.6711409395973155,73.33333333333333,61.9,303
England South,Avian Influenza,2,2023,10,13.7,0,65.0,Low,1,67,1.342281879194631,40.0,51.9,363
England South,Avian Influenza,1,2023,11,15.9,0,87.5,Low,1,79,0.6711409395973155,80.0,60.2,482
England South,Avian Influenza,3,2023,12,11.9,0,67.9,Low,1,80,2.013422818791946,83.33333333333334,64.3,406
England South,Avian Influenza,2,2024,1,12.2,0,75.6,Low,1,83,1.342281879194631,93.33333333333333,65.0,217
England South,Avian Influenza,2,2024,2,4.8,0,87.8,Low,1,65,1.342281879194631,33.33333333333333,59.6,437
England South,Avian Influenza,0,2024,3,4.9,0,80.0,Low,1,60,0.0,16.666666666666664,41.5,451
England South,Avian Influenza,2,2024,4,14.0,0,85.8,Low,1,74,1.342281879194631,63.33333333333333,64.6,300
England South,Avian Influenza,3,2024,5,11.5,0,66.4,Low,1,74,2.013422818791946,63.33333333333333,57.6,311
England South,Avian Influenza,0,2024,6,13.3,0,84.1,Low,1,62,0.0,23.333333333333332,55.8,218
England South,Avian Influenza,3,2024,7,16.6,0,82.3,Low,1,72,2.013422818791946,56.666666666666664,44.0,497
England South,Avian Influenza,1,2024,8,9.1,0,81.5,Low,1,66,0.6711409395973155,36.666666666666664,48.6,334
England South,Avian Influenza,0,2024,9,9.0,0,70.0,Low,1,66,0.0,36.666666666666664,58.4,436
England South,Avian Influenza,3,2024,10,2.9,0,70.8,Low,1,78,2.013422818791946,76.66666666666667,57.9,483
England South,Avian Influenza,0,2024,11,6.7,0,69.0,Low,1,80,0.0,83.33333333333334,63.9,349
England South,Avian Influenza,1,2024,12,14.5,0,79.7,Low,1,68,0.6711409395973155,43.333333333333336,66.6,281
England South,Infectious Bronchitis,5,2023,1,8.1,0,94.2,Low,1,80,3.3557046979865772,83.33333333333334,62.3,295
England South,Infectious Bronchitis,15,2023,2,2.3,1,79.7,Low,1,65,10.06711409395973,33.33333333333333,60.0,278
England South,Infectious Bronchitis,15,2023,3,4.2,1,70.7,Low,1,70,10.06711409395973,50.0,50.0,239
England South,Infectious Bronchitis,10,2023,4,16.1,1,66.8,Low,1,79,6.7114093959731544,80.0,51.4,206
England South,Infectious Bronchitis,15,2023,5,12.3,1,72.9,Low,1,60,10.06711409395973,16.666666666666664,58.4,240
England South,Infectious Bronchitis,9,2023,6,14.5,0,86.0,Low,1,56,6.0402684563758395,3.3333333333333335,42.9,200
England South,Infectious Bronchitis,10,2023,7,10.6,1,88.1,Low,1,72,6.7114093959731544,56.666666666666664,60.5,419
England South,Infectious Bronchitis,15,2023,8,3.5,1,79.8,Low,1,65,10.06711409395973,33.33333333333333,46.0,347
England South,Infectious Bronchitis,13,2023,9,6.4,1,65.5,Low,1,65,8.724832214765101,33.33333333333333,51.2,396
England South,Infectious Bronchitis,15,2023,10,13.7,1,65.0,Low,1,65,10.06711409395973,33.33333333333333,50.5,270
England South,Infectious Bronchitis,13,2023,11,15.9,1,87.5,Low,1,75,8.724832214765101,66.66666666666666,48.8,431
England South,Infectious Bronchitis,7,2023,12,11.9,0,67.9,Low,1,74,4.697986577181208,63.33333333333333,67.8,322
England South,Infectious Bronchitis,11,2024,1,12.2,1,75.6,Low,1,71,7.38255033557047,53.333333333333336,60.4,326
England South,Infectious Bronchitis,6,2024,2,4.8,0,87.8,Low,1,68,4.026845637583892,43.333333333333336,52.8,331
England South,Infectious Bronchitis,9,2024,3,4.9,0,80.0,Low,1,80,6.0402684563758395,83.33333333333334,50.1,488
England South,Infectious Bronchitis,20,2024,4,14.0,1,85.8,Low,1,79,13.422818791946309,80.0,42.2,379
England South,Infectious Bronchitis,16,2024,5,11.5,1,66.4,Low,1,74,10.738255033557047,63.33333333333333,61.8,324
England South,Infectious Bronchitis,14,2024,6,13.3,1,84.1,Low,1,70,9.395973154362416,50.0,56.7,231
England South,Infectious Bronchitis,18,2024,7,16.6,1,82.3,Low,1,55,12.080536912751679,0.0,45.5,256
England South,Infectious Bronchitis,9,2024,8,9.1,0,81.5,Low,1,63,6.0402684563758395,26.666666666666668,58.6,423
England South,Infectious Bronchitis,6,2024,9,9.0,0,70.0,Low,1,61,4.026845637583892,20.0,57.7,221
England South,Infectious Bronchitis,17,2024,10,2.9,1,70.8,Low,1,74,11.409395973154362,63.33333333333333,63.3,358
England South,Infectious Bronchitis,14,2024,11,6.7,1,69.0,Low,1,62,9.395973154362416,23.333333333333332,51.5,353
England South,Infectious Bronchitis,12,2024,12,14.5,1,79.7,Low,1,79,8.053691275167784,80.0,48.1,378
England South,Infectious Laryngotracheitis,8,2023,1,8.1,0,94.2,Low,1,84,5.369127516778524,96.66666666666667,57.2,477
England South,Infectious Laryngotracheitis,4,2023,2,2.3,0,79.7,Low,1,71,2.684563758389262,53.333333333333336,58.8,422
England South,Infectious Laryngotracheitis,3,2023,3,4.2,0,70.7,Low,1,73,2.013422818791946,60.0,49.7,355
England South,Infectious Laryngotracheitis,4,2023,4,16.1,0,66.8,Low,1,73,2.684563758389262,60.0,63.1,456
England South,Infectious Laryngotracheitis,9,2023,5,12.3,0,72.9,Low,1,77,6.0402684563758395,73.33333333333333,51.7,268
England South,Infectious Laryngotracheitis,8,2023,6,14.5,0,86.0,Low,1,56,5.369127516778524,3.3333333333333335,42.5,300
England South,Infectious Laryngotracheitis,9,2023,7,10.6,0,88.1,Low,1,71,6.0402684563758395,53.333333333333336,61.0,471
England South,Infectious Laryngotracheitis,5,2023,8,3.5,0,79.8,Low,1,73,3.3557046979865772,60.0,58.2,223
England South,Infectious Laryngotracheitis,6,2023,9,6.4,0,65.5,Low,1,76,4.026845637583892,70.0,45.0,435
England South,Infectious Laryngotracheitis,10,2023,10,13.7,1,65.0,Low,1,66,6.7114093959731544,36.666666666666664,44.6,443
England South,Infectious Laryngotracheitis,3,2023,11,15.9,0,87.5,Low,1,73,2.013422818791946,60.0,64.6,476
England South,Infectious Laryngotracheitis,4,2023,12,11.9,0,67.9,Low,1,66,2.684563758389262,36.666666666666664,51.7,428
England South,Infectious Laryngotracheitis,4,2024,1,12.2,0,75.6,Low,1,75,2.684563758389262,66.66666666666666,53.8,371
England South,Infectious Laryngotracheitis,0,2024,2,4.8,0,87.8,Low,1,76,0.0,70.0,66.3,291
England South,Infectious Laryngotracheitis,9,2024,3,4.9,0,80.0,Low,1,66,6.0402684563758395,36.666666666666664,49.6,349
England South,Infectious Laryngotracheitis,7,2024,4,14.0,0,85.8,Low,1,60,4.697986577181208,16.666666666666664,52.3,464
England South,Infectious Laryngotracheitis,7,2024,5,11.5,0,66.4,Low,1,60,4.697986577181208,16.666666666666664,48.0,201
England South,Infectious Laryngotracheitis,3,2024,6,13.3,0,84.1,Low,1,69,2.013422818791946,46.666666666666664,43.5,232
England South,Infectious Laryngotracheitis,8,2024,7,16.6,0,82.3,Low,1,67,5.369127516778524,40.0,56.4,235
England South,Infectious Laryngotracheitis,9,2024,8,9.1,0,81.5,Low,1,67,6.0402684563758395,40.0,49.5,342
England South,Infectious Laryngotracheitis,8,2024,9,9.0,0,70.0,Low,1,70,5.369127516778524,50.0,56.3,464
England South,Infectious Laryngotracheitis,2,2024,10,2.9,0,70.8,Low,1,76,1.342281879194631,70.0,50.6,202
England South,Infectious Laryngotracheitis,9,2024,11,6.7,0,69.0,Low,1,76,6.0402684563758395,70.0,61.5,372
England South,Infectious Laryngotracheitis,8,2024,12,14.5,0,79.7,Low,1,75,5.369127516778524,66.66666666666666,53.3,468
England South,Mycoplasma,15,2023,1,8.1,1,94.2,Low,1,81,10.06711409395973,86.66666666666667,65.1,421
England South,Mycoplasma,13,2023,2,2.3,1,79.7,Low,1,81,8.724832214765101,86.66666666666667,53.4,417
England South,Mycoplasma,17,2023,3,4.2,1,70.7,Low,1,77,11.409395973154362,73.33333333333333,59.5,290
England South,Mycoplasma,6,2023,4,16.1,0,66.8,Low,1,79,4.026845637583892,80.0,49.1,413
England South,Mycoplasma,11,2023,5,12.3,1,72.9,Low,1,73,7.38255033557047,60.0,40.6,300
England South,Mycoplasma,8,2023,6,14.5,0,86.0,Low,1,70,5.369127516778524,50.0,49.5,320
England South,Mycoplasma,13,2023,7,10.6,1,88.1,Low,1,60,8.724832214765101,16.666666666666664,58.0,481
England South,Mycoplasma,18,2023,8,3.5,1,79.8,Low,1,64,12.080536912751679,30.0,58.8,243
England South,Mycoplasma,13,2023,9,6.4,1,65.5,Low,1,61,8.724832214765101,20.0,46.8,310
England South,Mycoplasma,15,2023,10,13.7,1,65.0,Low,1,77,10.06711409395973,73.33333333333333,45.0,438
England South,Mycoplasma,7,2023,11,15.9,0,87.5,Low,1,62,4.697986577181208,23.333333333333332,50.2,470
England South,Mycoplasma,17,2023,12,11.9,1,67.9,Low,1,67,11.409395973154362,40.0,59.5,221
England South,Mycoplasma,11,2024,1,12.2,1,75.6,Low,1,67,7.38255033557047,40.0,66.2,329
England South,Mycoplasma,18,2024,2,4.8,1,87.8,Low,1,73,12.080536912751679,60.0,57.8,475
England South,Mycoplasma,9,2024,3,4.9,0,80.0,Low,1,73,6.0402684563758395,60.0,45.4,262
England South,Mycoplasma,12,2024,4,14.0,1,85.8,Low,1,72,8.053691275167784,56.666666666666664,47.6,276
England South,Mycoplasma,12,2024,5,11.5,1,66.4,Low,1,67,8.053691275167784,40.0,56.4,206
England South,Mycoplasma,15,2024,6,13.3,1,84.1,Low,1,69,10.06711409395973,46.666666666666664,51.7,450
England South,Mycoplasma,12,2024,7,16.6,1,82.3,Low,1,59,8.053691275167784,13.333333333333334,38.4,215
England South,Mycoplasma,13,2024,8,9.1,1,81.5,Low,1,60,8.724832214765101,16.666666666666664,52.0,487
England South,Mycoplasma,12,2024,9,9.0,1,70.0,Low,1,74,8.053691275167784,63.33333333333333,46.3,300
England South,Mycoplasma,9,2024,10,2.9,0,70.8,Low,1,78,6.0402684563758395,76.66666666666667,54.2,303
England South,Mycoplasma,15,2024,11,6.7,1,69.0,Low,1,77,10.06711409395973,73.33333333333333,60.5,265
England South,Mycoplasma,16,2024,12,14.5,1,79.7,Low,1,73,10.738255033557047,60.0,59.0,277
England South,Newcastle Disease,0,2023,1,8.1,0,94.2,Low,1,66,0.0,36.666666666666664,58.3,494
England South,Newcastle Disease,1,2023,2,2.3,0,79.7,Low,1,70,0.6711409395973155,50.0,63.7,262
England South,Newcastle Disease,0,2023,3,4.2,0,70.7,Low,1,80,0.0,83.33333333333334,54.0,489
England South,Newcastle Disease,0,2023,4,16.1,0,66.8,Low,1,78,0.0,76.66666666666667,49.8,391
England South,Newcastle Disease,1,2023,5,12.3,0,72.9,Low,1,63,0.6711409395973155,26.666666666666668,64.2,224
England South,Newcastle Disease,0,2023,6,14.5,0,86.0,Low,1,63,0.0,26.666666666666668,62.5,408
England South,Newcastle Disease,1,2023,7,10.6,0,88.1,Low,1,71,0.6711409395973155,53.333333333333336,54.1,319
England South,Newcastle Disease,1,2023,8,3.5,0,79.8,Low,1,71,0.6711409395973155,53.333333333333336,51.7,413
England South,Newcastle Disease,1,2023,9,6.4,0,65.5,Low,1,79,0.6711409395973155,80.0,58.8,391
England South,Newcastle Disease,0,2023,10,13.7,0,65.0,Low,1,63,0.0,26.666666666666668,49.3,252
England South,Newcastle Disease,1,2023,11,15.9,0,87.5,Low,1,74,0.6711409395973155,63.33333333333333,44.7,495
England South,Newcastle Disease,1,2023,12,11.9,0,67.9,Low,1,74,0.6711409395973155,63.33333333333333,62.7,286
England South,Newcastle Disease,1,2024,1,12.2,0,75.6,Low,1,69,0.6711409395973155,46.666666666666664,44.2,274
England South,Newcastle Disease,0,2024,2,4.8,0,87.8,Low,1,69,0.0,46.666666666666664,63.8,429
England South,Newcastle Disease,1,2024,3,4.9,0,80.0,Low,1,64,0.6711409395973155,30.0,51.8,250
England South,Newcastle Disease,0,2024,4,14.0,0,85.8,Low,1,63,0.0,26.666666666666668,57.9,257
England South,Newcastle Disease,0,2024,5,11.5,0,66.4,Low,1,73,0.0,60.0,62.9,219
England South,Newcastle Disease,0,2024,6,13.3,0,84.1,Low,1,72,0.0,56.666666666666664,39.8,367
England South,Newcastle Disease,1,2024,7,16.6,0,82.3,Low,1,56,0.6711409395973155,3.3333333333333335,38.5,478
England South,Newcastle Disease,0,2024,8,9.1,0,81.5,Low,1,56,0.0,3.3333333333333335,58.4,455
England South,Newcastle Disease,0,2024,9,9.0,0,70.0,Low,1,63,0.0,26.666666666666668,52.5,331
England South,Newcastle Disease,0,2024,10,2.9,0,70.8,Low,1,70,0.0,50.0,58.2,362
England South,Newcastle Disease,0,2024,11,6.7,0,69.0,Low,1,69,0.0,46.666666666666664,56.4,439
England South,Newcastle Disease,0,2024,12,14.5,0,79.7,Low,1,83,0.0,93.33333333333333,60.5,247
England South,Salmonella,5,2023,1,8.1,0,94.2,Low,1,81,3.3557046979865772,86.66666666666667,53.1,344
England South,Salmonella,3,2023,2,2.3,0,79.7,Low,1,83,2.013422818791946,93.33333333333333,66.4,489
England South,Salmonella,0,2023,3,4.2,0,70.7,Low,1,78,0.0,76.66666666666667,40.4,492
England South,Salmonella,1,2023,4,16.1,0,66.8,Low,1,67,0.6711409395973155,40.0,40.9,463
England South,Salmonella,0,2023,5,12.3,0,72.9,Low,1,69,0.0,46.666666666666664,41.1,215
England South,Salmonella,0,2023,6,14.5,0,86.0,Low,1,67,0.0,40.0,42.7,496
England South,Salmonella,2,2023,7,10.6,0,88.1,Low,1,64,1.342281879194631,30.0,45.0,393
England South,Salmonella,1,2023,8,3.5,0,79.8,Low,1,60,0.6711409395973155,16.666666666666664,57.7,216
England South,Salmonella,0,2023,9,6.4,0,65.5,Low,1,63,0.0,26.666666666666668,63.9,484
England South,Salmonella,5,2023,10,13.7,0,65.0,Low,1,63,3.3557046979865772,26.666666666666668,63.2,358
England South,Salmonella,3,2023,11,15.9,0,87.5,Low,1,66,2.013422818791946,36.666666666666664,60.6,241
England South,Salmonella,0,2023,12,11.9,0,67.9,Low,1,72,0.0,56.666666666666664,45.6,246
England South,Salmonella,4,2024,1,12.2,0,75.6,Low,1,66,2.684563758389262,36.666666666666664,62.0,383
England South,Salmonella,5,2024,2,4.8,0,87.8,Low,1,67,3.3557046979865772,40.0,66.7,396
England South,Salmonella,4,2024,3,4.9,0,80.0,Low,1,63,2.684563758389262,26.666666666666668,53.8,355
England South,Salmonella,0,2024,4,14.0,0,85.8,Low,1,69,0.0,46.666666666666664,48.2,281
England South,Salmonella,4,2024,5,11.5,0,66.4,Low,1,77,2.684563758389262,73.33333333333333,62.6,329
England South,Salmonella,2,2024,6,13.3,0,84.1,Low,1,64,1.342281879194631,30.0,42.0,451
England South,Salmonella,1,2024,7,16.6,0,82.3,Low,1,55,0.6711409395973155,0.0,48.7,297
England South,Salmonella,4,2024,8,9.1,0,81.5,Low,1,58,2.684563758389262,10.0,51.4,464
England South,Salmonella,0,2024,9,9.0,0,70.0,Low,1,70,0.0,50.0,53.8,384
England South,Salmonella,0,2024,10,2.9,0,70.8,Low,1,64,0.0,30.0,59.1,362
England South,Salmonella,4,2024,11,6.7,0,69.0,Low,1,66,2.684563758389262,36.666666666666664,52.3,250
England South,Salmonella,4,2024,12,14.5,0,79.7,Low,1,65,2.684563758389262,33.33333333333333,51.8,455
Scotland,Avian Influenza,3,2023,1,13.7,0,91.3,Low,1,81,2.013422818791946,86.66666666666667,66.1,467
Scotland,Avian Influenza,0,2023,2,17.2,0,92.9,Low,1,82,0.0,90.0,61.7,343
Scotland,Avian Influenza,0,2023,3,16.1,0,90.3,Low,1,75,0.0,66.66666666666666,53.7,282
Scotland,Avian Influenza,1,2023,4,3.0,0,77.4,Low,1,76,0.6711409395973155,70.0,59.4,263
Scotland,Avian Influenza,1,2023,5,12.3,0,70.8,Low,1,62,0.6711409395973155,23.333333333333332,58.8,269
Scotland,Avian Influenza,0,2023,6,7.0,0,67.7,Low,1,67,0.0,40.0,39.4,494
Scotland,Avian Influenza,2,2023,7,3.0,0,91.3,Low,1,63,1.342281879194631,26.666666666666668,61.3,439
Scotland,Avian Influenza,3,2023,8,16.8,0,92.7,Low,1,63,2.013422818791946,26.666666666666668,59.4,269
Scotland,Avian Influenza,2,2023,9,3.7,0,66.1,Low,1,65,1.342281879194631,33.33333333333333,58.2,331
Scotland,Avian Influenza,0,2023,10,13.1,0,70.6,Low,1,64,0.0,30.0,43.8,252
Scotland,Avian Influenza,0,2023,11,7.3,0,90.9,Low,1,80,0.0,83.33333333333334,54.4,241
Scotland,Avian Influenza,3,2023,12,10.7,0,67.6,Low,1,82,2.013422818791946,90.0,54.7,473
Scotland,Avian Influenza,2,2024,1,12.5,0,79.7,Low,1,80,1.342281879194631,83.33333333333334,45.3,413
Scotland,Avian Influenza,0,2024,2,8.7,0,88.5,Low,1,82,0.0,90.0,45.2,367
Scotland,Avian Influenza,1,2024,3,14.3,0,85.1,Low,1,80,0.6711409395973155,83.33333333333334,54.6,389
Scotland,Avian Influenza,0,2024,4,17.4,0,66.1,Low,1,76,0.0,70.0,45.1,487
Scotland,Avian Influenza,3,2024,5,16.5,0,73.7,Low,1,67,2.013422818791946,40.0,51.9,365
Scotland,Avian Influenza,2,2024,6,5.7,0,86.3,Low,1,73,1.342281879194631,60.0,46.4,238
Scotland,Avian Influenza,3,2024,7,3.3,0,80.0,Low,1,71,2.013422818791946,53.333333333333336,44.3,268
Scotland,Avian Influenza,1,2024,8,6.5,0,92.5,Low,1,61,0.6711409395973155,20.0,41.9,227
Scotland,Avian Influenza,2,2024,9,3.7,0,82.7,Low,1,61,1.342281879194631,20.0,51.4,299
Scotland,Avian Influenza,0,2024,10,2.7,0,65.2,Low,1,79,0.0,80.0,51.4,325
Scotland,Avian Influenza,0,2024,11,2.6,0,83.8,Low,1,80,0.0,83.33333333333334,64.1,351
Scotland,Avian Influenza,0,2024,12,17.9,0,65.0,Low,1,65,0.0,33.33333333333333,46.9,498
Scotland,Infectious Bronchitis,15,2023,1,13.7,1,91.3,Low,1,82,10.06711409395973,90.0,44.6,324
Scotland,Infectious Bronchitis,14,2023,2,17.2,1,92.9,Low,1,65,9.395973154362416,33.33333333333333,67.7,299
Scotland,Infectious Bronchitis,10,2023,3,16.1,1,90.3,Low,1,76,6.7114093959731544,70.0,49.2,442
Scotland,Infectious Bronchitis,11,2023,4,3.0,1,77.4,Low,1,73,7.38255033557047,60.0,58.7,445
Scotland,Infectious Bronchitis,11,2023,5,12.3,1,70.8,Low,1,69,7.38255033557047,46.666666666666664,41.8,414
Scotland,Infectious Bronchitis,12,2023,6,7.0,1,67.7,Low,1,65,8.053691275167784,33.33333333333333,49.7,436
Scotland,Infectious Bronchitis,11,2023,7,3.0,1,91.3,Low,1,67,7.38255033557047,40.0,61.5,209
Scotland,Infectious Bronchitis,14,2023,8,16.8,1,92.7,Low,1,65,9.395973154362416,33.33333333333333,62.9,302
Scotland,Infectious Bronchitis,9,2023,9,3.7,0,66.1,Low,1,76,6.0402684563758395,70.0,61.8,436
Scotland,Infectious Bronchitis,15,2023,10,13.1,1,70.6,Low,1,73,10.06711409395973,60.0,42.7,285
Scotland,Infectious Bronchitis,14,2023,11,7.3,1,90.9,Low,1,77,9.395973154362416,73.33333333333333,52.8,366
Scotland,Infectious Bronchitis,5,2023,12,10.7,0,67.6,Low,1,65,3.3557046979865772,33.33333333333333,44.3,413
Scotland,Infectious Bronchitis,5,2024,1,12.5,0,79.7,Low,1,69,3.3557046979865772,46.666666666666664,53.9,315
Scotland,Infectious Bronchitis,15,2024,2,8.7,1,88.5,Low,1,81,10.06711409395973,86.66666666666667,53.8,415
Scotland,Infectious Bronchitis,9,2024,3,14.3,0,85.1,Low,1,76,6.0402684563758395,70.0,46.9,314
Scotland,Infectious Bronchitis,17,2024,4,17.4,1,66.1,Low,1,71,11.409395973154362,53.333333333333336,40.3,492
Scotland,Infectious Bronchitis,12,2024,5,16.5,1,73.7,Low,1,63,8.053691275167784,26.666666666666668,55.8,493
Scotland,Infectious Bronchitis,9,2024,6,5.7,0,86.3,Low,1,71,6.0402684563758395,53.333333333333336,41.5,485
Scotland,Infectious Bronchitis,10,2024,7,3.3,1,80.0,Low,1,63,6.7114093959731544,26.666666666666668,60.2,405
Scotland,Infectious Bronchitis,13,2024,8,6.5,1,92.5,Low,1,73,8.724832214765101,60.0,62.0,329
Scotland,Infectious Bronchitis,10,2024,9,3.7,1,82.7,Low,1,77,6.7114093959731544,73.33333333333333,60.3,208
Scotland,Infectious Bronchitis,17,2024,10,2.7,1,65.2,Low,1,79,11.409395973154362,80.0,44.0,263
Scotland,Infectious Bronchitis,15,2024,11,2.6,1,83.8,Low,1,80,10.06711409395973,83.33333333333334,59.8,296
Scotland,Infectious Bronchitis,11,2024,12,17.9,1,65.0,Low,1,76,7.38255033557047,70.0,52.9,384
Scotland,Infectious Laryngotracheitis,8,2023,1,13.7,0,91.3,Low,1,79,5.369127516778524,80.0,62.9,495
Scotland,Infectious Laryngotracheitis,4,2023,2,17.2,0,92.9,Low,1,65,2.684563758389262,33.33333333333333,54.8,318
Scotland,Infectious Laryngotracheitis,0,2023,3,16.1,0,90.3,Low,1,67,0.0,40.0,64.9,242
Scotland,Infectious Laryngotracheitis,9,2023,4,3.0,0,77.4,Low,1,71,6.0402684563758395,53.333333333333336,40.3,370
Scotland,Infectious Laryngotracheitis,4,2023,5,12.3,0,70.8,Low,1,72,2.684563758389262,56.666666666666664,59.4,461
Scotland,Infectious Laryngotracheitis,9,2023,6,7.0,0,67.7,Low,1,55,6.0402684563758395,0.0,52.3,369
Scotland,Infectious Laryngotracheitis,6,2023,7,3.0,0,91.3,Low,1,58,4.026845637583892,10.0,57.0,200
Scotland,Infectious Laryngotracheitis,4,2023,8,16.8,0,92.7,Low,1,66,2.684563758389262,36.666666666666664,40.5,232
Scotland,Infectious Laryngotracheitis,3,2023,9,3.7,0,66.1,Low,1,73,2.013422818791946,60.0,42.0,386
Scotland,Infectious Laryngotracheitis,7,2023,10,13.1,0,70.6,Low,1,67,4.697986577181208,40.0,56.9,276
Scotland,Infectious Laryngotracheitis,0,2023,11,7.3,0,90.9,Low,1,65,0.0,33.33333333333333,42.6,460
Scotland,Infectious Laryngotracheitis,3,2023,12,10.7,0,67.6,Low,1,67,2.013422818791946,40.0,47.2,243
Scotland,Infectious Laryngotracheitis,8,2024,1,12.5,0,79.7,Low,1,84,5.369127516778524,96.66666666666667,55.1,325
Scotland,Infectious Laryngotracheitis,3,2024,2,8.7,0,88.5,Low,1,79,2.013422818791946,80.0,48.3,382
Scotland,Infectious Laryngotracheitis,9,2024,3,14.3,0,85.1,Low,1,70,6.0402684563758395,50.0,44.4,489
Scotland,Infectious Laryngotracheitis,8,2024,4,17.4,0,66.1,Low,1,73,5.369127516778524,60.0,52.2,245
